"","X","Classroom.ID","week","Usage.Week","Active.Users...Total","Minutes.per.Active.User","Badges.per.Active.User","Boosts.per.Tower.Completion","Tower.Alerts.per.Tower.Completion","Teacher.User.ID","teacher_number_classes","year","Grade.Level","MDR.School.ID","Students...Total","District.Rollup.ID","poverty","income","charter.school","school.account","zipcode","tch_min","User.Session","RD.elementary_schedule","RD.whole_group_fluency","RD.mission_overview","Guided.Practice.Completed","RD.small_group_lessons","Tower.Completed","Fluency.Completed","Number.Gym.Activity.Completed","RD.grade_level_overview","Tower.Stage.Failed","RD.optional_problem_sets","RD.student_notes_and_exit_tickets","Kindergarten.Activity.Completed","Tower.Struggled","RD.k_mission","RD.whole_group_word_problems","RD.assessments","RD.teaching_and_learning_approach","RD.optional_homework","RD.k_schedule","RD.curriculum_map","RD.assessments_answer_key","RD.pd_course_notes","RD.pd_course_guide","min_week","mean_act_st","Tsubj","st_login","tch_login","n_weeks","set","PCA1","PCA2","PCA3","FrobeniusNNDSVD1","FrobeniusNNDSVD2","FrobeniusNNDSVD3","FrobeniusNNDSVDA1","FrobeniusNNDSVDA2","FrobeniusNNDSVDA3","Kullback.Leibler1","Kullback.Leibler2","Kullback.Leibler3","Autoencoder1","Autoencoder2","Autoencoder3","state","FrobeniusNNDSVD1bin","FrobeniusNNDSVD2bin","FrobeniusNNDSVD3bin","FrobeniusNNDSVDA1bin","FrobeniusNNDSVDA2bin","FrobeniusNNDSVDA3bin","Kullback.Leibler1bin","Kullback.Leibler2bin","Kullback.Leibler3bin","row_n"
"1352",26944,577392,34,"2020-03-30",2,4.28082412916472,0.420912993101982,0,0,5026766,2,2020,"1st",412764,17,412702,"75%+ (High)","$39K-40,999",0,1,70589,2.4423470353692,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11.5142857142857,39,1,1,35,"train",-0.139205958115857,-0.0341289579382647,-0.0220440938618387,0.0259701106798159,0,0.000407135133147602,0.0235301343676948,1.11376996769092e-14,0.000602082464005297,0.0176702612198837,4.14509551414131e-89,1.92654787894845e-49,0.00596827268600464,0.0195185095071793,0.199501201510429,2,0,0,0,0,0,0,0,0,0,27
"1353",26945,577392,36,"2020-04-13",2,3.72086249996699,0.351059858407673,1.3,0.53062825106217,5026766,2,2020,"1st",412764,17,412702,"75%+ (High)","$39K-40,999",0,1,70589,1.54756250871601,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11.5142857142857,39,1,1,35,"train",-0.227177586565123,-0.0021585399054317,-0.0477028272695562,0.019041706691144,0.000283979833140709,0,0.0172419680662062,9.86478961710463e-09,4.07897459968051e-06,0.0135637380546842,4.75328950018529e-84,6.96465791713127e-53,0.0185937285423279,0.0386912524700165,0.273504674434662,1,0,0,0,0,0,0,0,0,0,28
"1354",26946,577392,37,"2020-04-20",3,4.12390336446365,0.380546058872557,0,0,5026766,2,2020,"1st",412764,17,412702,"75%+ (High)","$39K-40,999",0,1,70589,0.993251773010283,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11.5142857142857,39,1,1,35,"train",-0.382900533700811,0.0270686014383774,0.0315171654521105,0.00725513369105691,0,0.0020501938958842,0.00686995486149047,4.5616862556874e-60,0.00212754608556825,0.00455842864203126,4.79292782191894e-133,8.84853963480652e-42,0.0776533633470535,0.111278131604195,0.405850052833557,2,0,0,1,0,0,1,0,0,1,29
"1355",26947,577392,38,"2020-04-27",5,4.45898767581001,0.366086549748397,1.5,0.405465108108164,5026766,2,2020,"1st",412764,17,412702,"75%+ (High)","$39K-40,999",0,1,70589,2.12823170584927,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11.5142857142857,39,1,1,35,"train",-0.2713138555957,-0.0134839358830497,0.0640637134224378,0.0155455101828675,0,0.00439293215569643,0.0147201909335917,7.48912291362413e-60,0.00455867410036166,0.00976730435166504,4.79292782191893e-133,1.89596868719248e-41,0.0510831475257874,0.0725729912519455,0.281713664531708,1,0,0,1,0,0,1,0,0,1,30
"1356",26948,577392,39,"2020-05-04",1,4.21656219494635,0.616626389420531,0,0,5026766,2,2020,"1st",412764,17,412702,"75%+ (High)","$39K-40,999",0,1,70589,3.20680324363393,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11.5142857142857,39,1,1,35,"train",-0.0640476875870417,-0.0614427791075152,-0.000122639628486938,0.0315540241875763,0,0.001985066826242,0.028831102724932,1.52161698644732e-18,0.00206557453069109,0.0211786557377926,1.80292486335599e-92,9.075442842211e-48,-0.0104779601097107,-0.00101816654205322,0.149198606610298,2,1,0,1,1,0,1,1,0,0,31
"1357",27519,578128,6,"2019-09-02",27,4.52287494326126,0.471273866784515,1.8,0.262364264467491,8067052,2,2019,"2nd",407381,28,11912058,"40-75% (Mid-High)","$60K-64,999",1,1,70130,4.29728540621879,2.63905732961526,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,31,21.3636363636364,39,1,1,33,"train",0.350852174474574,0.310550238952208,-0.143420787881497,0.0508049832988618,0.0546286416760366,0,0.0466252476621935,0.0677678257066108,8.77645177306624e-08,0.036677472106329,0.0592242569259873,1.12273796949108e-52,-0.0977254807949066,-0.112153172492981,-0.0583303570747375,NA,1,1,0,1,1,0,1,1,0,1
"1358",27520,578128,7,"2019-09-09",26,4.59410923862867,0.483741621133304,3.3,0.53062825106217,8067052,2,2019,"2nd",407381,28,11912058,"40-75% (Mid-High)","$60K-64,999",1,1,70130,4.63666885304746,2.30258509299405,0,1,0,0,0,0,0,0,1,0,5,3,0,0,0,0,0,0,3,0,0,0,0,0,31,21.3636363636364,39,1,1,33,"train",0.361238176334708,0.35461937689706,0.00728573695030452,0.047754479711039,0.0605601893292302,0.00805592790004584,0.0453150998727931,0.075380050272667,0.00752823264762498,0.0346249328026185,0.0976994301552348,4.21509485133147e-48,-0.07830910384655,-0.0990484207868576,-0.0985118746757507,1,1,1,1,1,1,1,1,1,0,2
"1359",27521,578128,8,"2019-09-16",27,4.66532410880784,0.540902443239936,2.7,0.470003629245736,8067052,2,2019,"2nd",407381,28,11912058,"40-75% (Mid-High)","$60K-64,999",1,1,70130,5.4701676234747,2.70805020110221,0,1,0,1,2,1,0,0,0,0,4,3,0,0,0,0,4,0,2,0,0,0,0,0,31,21.3636363636364,39,1,1,33,"train",0.590393883255024,0.532188983454841,0.145308201157279,0.0468182731148199,0.0884551260961663,0.0469706069594345,0.0508710274600624,0.110153421244073,0.0492221980262816,0.0406083401120476,0.116093867408791,0.0342323746932524,-0.132592305541039,-0.163655951619148,-0.198602139949799,2,1,1,1,1,1,1,1,1,1,3
"1360",27522,578128,9,"2019-09-23",27,4.76388187714291,0.571689656644013,1.9,0.336472236621213,8067052,2,2019,"2nd",407381,28,11912058,"40-75% (Mid-High)","$60K-64,999",1,1,70130,6.71526216686669,2.83321334405622,0,1,0,5,1,3,1,0,0,0,7,5,0,0,0,1,0,0,2,0,0,0,0,0,31,21.3636363636364,39,1,1,33,"train",0.76880262962966,0.461919859987356,0.460265873669131,0.0392577783529983,0.0865290697730972,0.117405642427301,0.0551028944217314,0.10771775774503,0.123529620556103,0.0454115563098431,0.107895485124043,0.0974717830548563,-0.122401416301727,-0.157019287347794,-0.199815347790718,2,1,1,1,1,1,1,1,1,1,4
"1361",27523,578128,10,"2019-09-30",27,4.64918707140487,0.518996024726075,2.6,0.470003629245736,8067052,2,2019,"2nd",407381,28,11912058,"40-75% (Mid-High)","$60K-64,999",1,1,70130,5.66642668811243,2.89037175789616,0,1,1,2,2,2,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,31,21.3636363636364,39,1,1,33,"train",0.597080749660066,0.379644242555588,0.168281332272583,0.0476841794547555,0.070217867007093,0.0589701027454905,0.0532007560529421,0.0873848319003646,0.0627987924940903,0.0429840187588499,0.0883260917548716,0.054077126095629,-0.141097322106361,-0.167831912636757,-0.184519380331039,1,1,1,1,1,1,1,1,1,1,5
"1362",27524,578128,11,"2019-10-07",26,4.98360662170834,0.675704848727757,1.7,0.262364264467491,8067052,2,2019,"2nd",407381,28,11912058,"40-75% (Mid-High)","$60K-64,999",1,1,70130,6.90384765415112,3.2188758248682,0,5,1,0,4,0,0,0,0,0,3,4,0,0,0,1,0,0,0,0,0,0,0,0,31,21.3636363636364,39,1,1,33,"train",0.798173189811164,0.609884999434993,0.0113823849922393,0.0724255579370082,0.101516538516921,0.00759683495612667,0.0681504250694078,0.126864556389844,0.00524068720259574,0.0530742613403952,0.1220873680802,1.15277050247026e-48,-0.146119728684425,-0.180512145161629,-0.201170474290848,2,1,1,1,1,1,1,1,1,0,6
"1363",27525,578128,12,"2019-10-14",0,0,0,0,0,8067052,2,2019,"2nd",407381,28,11912058,"40-75% (Mid-High)","$60K-64,999",1,1,70130,3.00071981506503,1.09861228866811,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21.3636363636364,39,0,1,33,"train",-0.0801750378057691,0.135835897695828,0.0466123058235903,0.0259288411987238,0.020474684368131,0.00220836772232137,0.0240081459204672,0.0260152214087701,0.0020614273416907,0.0173364933168741,0.0220480974607501,7.13359622470215e-46,0.00292594730854034,0.015314057469368,0.142769202589989,2,0,0,1,0,0,1,0,0,1,7
"1364",27526,578128,13,"2019-10-21",26,4.88280192258637,0.660119463966202,1.6,0.262364264467491,8067052,2,2019,"2nd",407381,28,11912058,"40-75% (Mid-High)","$60K-64,999",1,1,70130,6.71574695659864,2.70805020110221,0,0,0,0,2,0,0,0,0,0,3,2,0,0,0,1,0,0,1,0,0,0,0,0,31,21.3636363636364,39,1,1,33,"train",0.637508124769066,0.357403562125971,0.00759032493110525,0.0677895113690021,0.0688383856332341,0.00666291410930672,0.0633362298346094,0.0860445432250573,0.00515808746117202,0.0483897864446996,0.0757293001016975,1.15758451191722e-47,-0.142355859279633,-0.173272982239723,-0.192950665950775,1,1,1,1,1,1,1,1,1,1,8
"1365",27527,578128,14,"2019-10-28",26,4.84182208732709,0.660119463966202,1.1,0.182321556793955,8067052,2,2019,"2nd",407381,28,11912058,"40-75% (Mid-High)","$60K-64,999",1,1,70130,6.60732563370785,2.63905732961526,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,31,21.3636363636364,39,1,1,33,"train",0.536926766731443,0.0852560241293884,-0.0191040557998184,0.0683209979563483,0.0341058407486704,0.00518607687877659,0.0630740777754427,0.0425100752411253,0.0047673087252695,0.0476688358758675,0.049500170089954,4.12196102377234e-46,-0.136736154556274,-0.162315279245377,-0.142998203635216,2,1,1,1,1,1,1,1,1,1,9
"1366",27528,578128,15,"2019-11-04",26,4.92507740573461,0.627025972406091,1.7,0.262364264467491,8067052,2,2019,"2nd",407381,28,11912058,"40-75% (Mid-High)","$60K-64,999",1,1,70130,7.39332463133196,2.56494935746154,0,0,0,0,1,0,0,0,0,0,4,3,0,0,0,0,0,0,2,0,0,0,0,0,31,21.3636363636364,39,1,1,33,"train",0.671345079907798,0.263182325668951,0.0464938319377094,0.0707560209658343,0.0598082066864941,0.012353978954564,0.0667609183814221,0.0747902854267874,0.0118105296605618,0.0503357458537795,0.0717683012765367,4.19664724785128e-45,-0.141562223434448,-0.172923162579536,-0.194737955927849,1,1,1,1,1,1,1,1,1,1,10
"1367",27529,578128,16,"2019-11-11",27,4.91998092582813,0.600301779580503,2.5,0.405465108108164,8067052,2,2019,"2nd",407381,28,11912058,"40-75% (Mid-High)","$60K-64,999",1,1,70130,6.49284571204597,2.56494935746154,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,31,21.3636363636364,39,1,1,33,"train",0.5565795268018,0.254446488617465,-0.0587299268352842,0.0671053083392467,0.0544192098499493,0,0.0613032179851031,0.0680133659539933,0.000130399687908447,0.0463145853535838,0.0591409006534492,2.83415121376895e-49,-0.144524022936821,-0.171949818730354,-0.164413660764694,1,1,1,0,1,1,0,1,1,0,11
"1368",27530,578128,17,"2019-11-18",27,4.60517018598809,0.571689656644013,1.5,0.262364264467491,8067052,2,2019,"2nd",407381,28,11912058,"40-75% (Mid-High)","$60K-64,999",1,1,70130,6.1735777488642,2.19722457733622,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,31,21.3636363636364,39,1,1,33,"train",0.397526175813069,-0.0221229844414112,0.015087560235803,0.0605731591788357,0.0178750997639826,0.00823939869884227,0.0563286525031379,0.0223778286607151,0.00810030140005146,0.0419848944907095,0.0254653696764016,1.59865068002232e-44,-0.108219087123871,-0.125484943389893,-0.0817383155226707,2,1,0,1,1,0,1,1,0,1,12
"1369",27531,578128,18,"2019-11-25",0,0,0,0,0,8067052,2,2019,"2nd",407381,28,11912058,"40-75% (Mid-High)","$60K-64,999",1,1,70130,2.92852352386054,1.38629436111989,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,31,21.3636363636364,39,0,1,33,"train",0.0109478395586032,0.312957285714884,0.00639518123069073,0.0278269285054697,0.0443395348412985,0,0.0256708971246578,0.0555817096331861,3.46723375271908e-06,0.0192493335134868,0.0478790817298397,6.67006069994739e-50,-0.00803673267364502,-0.00333023071289062,0.0764862149953842,2,0,1,0,0,1,0,0,1,0,13
"1370",27532,578128,19,"2019-12-02",26,4.84024230816757,0.600301779580503,2.4,0.405465108108164,8067052,2,2019,"2nd",407381,28,11912058,"40-75% (Mid-High)","$60K-64,999",1,1,70130,5.58312029824897,2.83321334405622,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21.3636363636364,39,1,1,33,"train",0.483658479225258,0.208062445818158,-0.115035106133896,0.0629705847155837,0.0463180330397334,0,0.0575067441188749,0.0575911880890562,1.07337764954208e-05,0.0447493778150767,0.0442985867527499,5.28144566570259e-51,-0.13348288834095,-0.155638873577118,-0.115529336035252,1,1,1,0,1,1,0,1,1,0,14
"1371",27533,578128,20,"2019-12-09",27,5.01130173863942,0.561684949671905,2.5,0.470003629245736,8067052,2,2019,"2nd",407381,28,11912058,"40-75% (Mid-High)","$60K-64,999",1,1,70130,6.64418028187359,2.70805020110221,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,31,21.3636363636364,39,1,1,33,"train",0.537094809319263,0.0422439569929648,-0.0826343283054089,0.0709017219473247,0.0294902888346583,0,0.0644419917489893,0.0366689190734857,0.000303330781205982,0.0487786760953086,0.030153903946988,7.11627270263856e-50,-0.140499979257584,-0.162302926182747,-0.123028695583344,1,1,1,0,1,1,0,1,1,0,15
"1372",27534,578128,21,"2019-12-16",27,4.60517018598809,0.319459304744549,2.4,0.470003629245736,8067052,2,2019,"2nd",407381,28,11912058,"40-75% (Mid-High)","$60K-64,999",1,1,70130,6.13013894179574,2.30258509299405,0,3,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21.3636363636364,39,1,1,33,"train",0.514687759406794,0.412175509850494,-0.0211902525980306,0.0608158219511398,0.0705261085626666,0,0.0557682544314165,0.0884847126165557,9.76874416766174e-05,0.0420655816405443,0.0725309526662378,1.54391999417223e-48,-0.12616078555584,-0.154383704066277,-0.166942179203033,2,1,1,0,1,1,0,1,1,0,16
"1373",27535,578128,24,"2020-01-13",27,4.96703165661412,0.551426932253461,2.9,0.470003629245736,8067052,2,2020,"2nd",407381,28,11912058,"40-75% (Mid-High)","$60K-64,999",1,1,70130,6.14825459787217,2.94443897916644,0,1,0,0,3,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,31,21.3636363636364,39,1,1,33,"train",0.623352489117083,0.405218698918729,-0.0456517919099022,0.0662399754359017,0.0736998241449984,0.00360846345232583,0.0614770118324552,0.0918505066058305,0.00269753650561208,0.0477676386615778,0.0802794532514093,1.37360194605057e-47,-0.146369814872742,-0.177051708102226,-0.189106956124306,2,1,1,1,1,1,1,1,1,1,17
"1374",27536,578128,25,"2020-01-20",26,4.47392189937814,0.458410245236947,1.1,0.182321556793955,8067052,2,2020,"2nd",407381,28,11912058,"40-75% (Mid-High)","$60K-64,999",1,1,70130,6.72323129863298,2.63905732961526,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21.3636363636364,39,1,1,33,"train",0.532563393991991,0.0329193383202213,-0.0728561389650611,0.0709716595784473,0.0281882995127154,0,0.0644603295933865,0.0351350472882514,0.000463997404215767,0.0485498064294118,0.027732288940586,1.37979348296587e-49,-0.138284832239151,-0.160810425877571,-0.124415419995785,2,1,1,0,1,1,0,1,0,0,18
"1375",27537,578128,26,"2020-01-27",27,4.84576065090602,0.590987115430394,1.4,0.262364264467491,8067052,2,2020,"2nd",407381,28,11912058,"40-75% (Mid-High)","$60K-64,999",1,1,70130,6.35558669168176,2.70805020110221,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,31,21.3636363636364,39,1,1,33,"train",0.576994321411723,0.282743549661344,-0.0125069343573014,0.065310618047598,0.0583979246685085,0.00687367538759198,0.0609769485591362,0.0728647952161635,0.00590743781109333,0.0469475464079525,0.060276498005899,5.42174285793869e-46,-0.13857826590538,-0.165979534387589,-0.167013809084892,1,1,1,1,1,1,1,1,1,1,19
"1376",27538,578128,27,"2020-02-03",27,4.70772677431318,0.561684949671905,1.6,0.262364264467491,8067052,2,2020,"2nd",407381,28,11912058,"40-75% (Mid-High)","$60K-64,999",1,1,70130,5.68187763926815,2.56494935746154,0,0,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,31,21.3636363636364,39,1,1,33,"train",0.511211842135106,0.373888235915743,0.00637569209200107,0.057688992597702,0.0670612609998515,0.00877191967334926,0.0545411237122919,0.0836591916239897,0.00748835771290771,0.0423161744037127,0.071692135184425,2.09058434692763e-47,-0.119252756237984,-0.145746186375618,-0.155302748084068,2,1,1,1,1,1,1,1,1,1,20
"1377",27539,578128,28,"2020-02-10",26,4.76046307039413,0.581453262718964,1.3,0.182321556793955,8067052,2,2020,"2nd",407381,28,11912058,"40-75% (Mid-High)","$60K-64,999",1,1,70130,6.07764224334903,2.63905732961526,0,1,0,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,1,0,0,0,0,0,31,21.3636363636364,39,1,1,33,"train",0.562577244561543,0.355200776413924,0.0227220362869248,0.0611014752787029,0.0663710385796768,0.0111299306626387,0.0579664874171631,0.0827945606922948,0.0102334123800003,0.0446923884888914,0.0809462208117886,1.70411943405696e-46,-0.129867732524872,-0.157594189047813,-0.183958932757378,2,1,1,1,1,1,1,1,1,1,21
"1378",27540,578128,29,"2020-02-17",24,4.21656219494635,0.402435866278882,1.9,0.336472236621213,8067052,2,2020,"2nd",407381,28,11912058,"40-75% (Mid-High)","$60K-64,999",1,1,70130,5.77050610669911,2.63905732961526,0,1,0,0,1,0,0,0,0,0,7,1,0,0,0,1,0,0,1,0,0,0,0,0,31,21.3636363636364,39,1,1,33,"train",0.534629947637409,0.398634105527316,-0.0347673779666629,0.0613494923422952,0.0702363768101741,0.000601045728546049,0.0563950012937831,0.0876350522571063,0.0010024599599258,0.0432237270240134,0.0822416789286891,5.06053243234534e-48,-0.125269278883934,-0.152023255825043,-0.171795710921288,1,1,1,0,1,1,0,1,1,0,22
"1379",27541,578128,30,"2020-02-24",0,0,0,0,0,8067052,2,2020,"2nd",407381,28,11912058,"40-75% (Mid-High)","$60K-64,999",1,1,70130,2.77881927199042,1.38629436111989,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,31,21.3636363636364,39,0,1,33,"train",-0.0440315988066813,0.139544688409258,0.0367218355173534,0.0260462366405452,0.0228633125033858,0.00690922231586099,0.0249654287454936,0.0285887595299083,0.00678219331765174,0.0187023262429665,0.0359403591715892,9.52869994938969e-45,-0.00196242332458496,0.00800812244415283,0.117770507931709,2,0,1,1,0,1,1,0,1,1,23
"1380",27542,578128,31,"2020-03-02",27,4.57161340245925,0.471273866784515,2,0.641853886172395,8067052,2,2020,"2nd",407381,28,11912058,"40-75% (Mid-High)","$60K-64,999",1,1,70130,4.61313835563727,1.79175946922805,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,31,21.3636363636364,39,1,1,33,"train",0.268990328111473,0.351336668399798,0.03420226584542,0.0431170248806096,0.0569788879964696,0.00513267564955511,0.0405370281482448,0.0714295841920087,0.00454721227977317,0.030610322540733,0.0578803522299518,2.86210150329718e-46,-0.0582375973463058,-0.0666862651705742,-0.0452646464109421,1,1,1,1,1,1,1,1,1,1,24
"1381",27543,578128,32,"2020-03-09",28,4.70592008908823,0.551426932253461,1.8,0.470003629245736,8067052,2,2020,"2nd",407381,28,11912058,"40-75% (Mid-High)","$60K-64,999",1,1,70130,5.78812362308995,2.77258872223978,0,1,0,0,2,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,31,21.3636363636364,39,1,1,33,"train",0.553417259248563,0.378345249878318,-0.0164097859964262,0.0610726963930075,0.0683675342948262,0.00722890793381655,0.0573357112503802,0.0852360048591696,0.00620619861591118,0.0445911489831029,0.0767555819050651,1.21938563724333e-46,-0.129515394568443,-0.157667502760887,-0.175933301448822,2,1,1,1,1,1,1,1,1,1,25
"1382",27544,578128,33,"2020-03-16",0,0,0,0,0,8067052,2,2020,"2nd",407381,28,11912058,"40-75% (Mid-High)","$60K-64,999",1,1,70130,6.62087288670092,2.19722457733622,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,31,21.3636363636364,39,0,1,33,"train",0.541561613270113,0.318703168610196,0.0815031193737887,0.060543350373871,0.0615740543495653,0.0133651125090627,0.0576899180624967,0.0772712016438303,0.0126836628562026,0.0435189050084412,0.065347517404347,4.2963554728363e-44,-0.111357733607292,-0.13805316388607,-0.159854352474213,2,1,1,1,1,1,1,1,1,1,26
"1383",27545,578128,38,"2020-04-20",11,3.48124008933569,0.0738712335013672,3.5,0.405465108108164,8067052,2,2020,"2nd",407381,28,11912058,"40-75% (Mid-High)","$60K-64,999",1,1,70130,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21.3636363636364,39,1,1,33,"train",-0.412405614439865,0.0377912603449825,0.0229114022736649,0.00506304201934659,0,0.00143074108413258,0.00479424248133184,3.67352495948424e-60,0.00148472179101495,0.00318112894118635,4.79292782191894e-133,6.17501067362864e-42,0.0849526524543762,0.121968016028404,0.440125703811646,1,0,0,1,0,0,1,0,0,1,27
"1384",27546,578128,39,"2020-04-27",6,2.79728133483015,0.0738712335013672,1,0,8067052,2,2020,"2nd",407381,28,11912058,"40-75% (Mid-High)","$60K-64,999",1,1,70130,0.182321556793955,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21.3636363636364,39,1,1,33,"train",-0.462627942428024,0.0560429268045783,0.00826302815943219,0.00133175424927036,0,0.000376334130966811,0.00126105072465777,1.9522483380979e-60,0.000390532893314014,0.000836746360925638,4.79292782191893e-133,1.62424026355524e-42,0.0884989947080612,0.130906030535698,0.488647937774658,2,0,0,0,0,0,0,0,0,1,28
"1385",27995,578241,7,"2019-09-02",22,5.06132840841177,0.499907345926927,2.4,0.336472236621213,4963259,3,2019,"4th",398895,22,398687,"40-75% (Mid-High)","$45K-47,999",0,1,71067,4.6802776584749,2.63905732961526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,15,44,1,1,40,"train",0.264507139569297,-0.130184654790694,-0.127603530596249,0.0561305730966664,0.0006131621451754,0,0.0508053482309609,1.15856450241756e-08,4.59344367899779e-05,0.0381379889221865,6.01606703021822e-78,0.045821249252559,-0.0839869678020477,-0.0962150916457176,0.0174278318881989,NA,1,1,0,1,1,0,1,1,1,1
"1386",27996,578241,8,"2019-09-09",22,5.02978411293502,0.457541455211834,2.6,0.336472236621213,4963259,3,2019,"4th",398895,22,398687,"40-75% (Mid-High)","$45K-47,999",0,1,71067,3.25424296870549,2.484906649788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,44,1,1,40,"train",0.101054759673845,-0.0780709294297924,-0.149516511991067,0.043330900414574,0.00143880821461541,0,0.0392889315530718,4.99595830931884e-06,2.6685935693011e-07,0.0316373830099929,4.67194226201657e-82,1.12375141330335e-54,-0.0659335479140282,-0.0676893293857574,0.0964962989091873,2,1,1,0,1,1,0,1,1,0,2
"1387",27997,578241,9,"2019-09-16",22,5.02716459604747,0.530392087253039,1.7,0.0953101798043249,4963259,3,2019,"4th",398895,22,398687,"40-75% (Mid-High)","$45K-47,999",0,1,71067,3.25037449192757,2.19722457733622,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,44,1,1,40,"train",0.0766668660805263,-0.0175866387932482,-0.113348580369116,0.0402348668819377,0.00796598778617859,0,0.0365133661246789,0.00945071138963214,1.99275838290407e-06,0.0287618722284221,0.00849970419104107,3.71564895587188e-53,-0.0574648007750511,-0.0561613738536835,0.100250706076622,2,1,1,0,1,1,0,1,1,0,3
"1388",27998,578241,10,"2019-09-23",22,4.77491296057519,0.499907345926927,2.5,0.0953101798043249,4963259,3,2019,"4th",398895,22,398687,"40-75% (Mid-High)","$45K-47,999",0,1,71067,3.77734810210154,2.56494935746154,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,44,1,1,40,"train",0.246866942696929,0.124463477318043,-0.0411911724970503,0.0420348955877186,0.0303801309838561,0.0189516463297451,0.0413556248799981,0.0373175746829009,0.020532676482831,0.0336418225576412,0.0279476053562446,0.0175337922377893,-0.081845611333847,-0.0915288627147675,-0.00570361316204071,2,1,1,1,1,1,1,1,1,1,4
"1389",27999,578241,11,"2019-09-30",22,5.09803548437709,0.590439330546872,3.2,0.336472236621213,4963259,3,2019,"4th",398895,22,398687,"40-75% (Mid-High)","$45K-47,999",0,1,71067,3.9926809084456,2.19722457733622,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,30,15,44,1,1,40,"train",0.195165679706382,0.0380585103368387,0.0107972013501189,0.0397240342097857,0.0193266519344878,0.0225068583138941,0.0396753891259212,0.0236706004604566,0.0243591773376777,0.0312848686826792,0.0243220429952099,0.0176964786049144,-0.0654338300228119,-0.0720239281654358,0.00268085300922394,1,1,1,1,1,1,1,1,1,1,5
"1390",28000,578241,12,"2019-10-07",1,0.78845736036427,0,0,0,4963259,3,2019,"4th",398895,22,398687,"40-75% (Mid-High)","$45K-47,999",0,1,71067,3.26956893918372,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,44,1,1,40,"train",-0.0998891267853811,-0.0597749960361084,0.0411536550397846,0.0286381667643331,0,0.00403797715800317,0.0265058360297563,1.01156619994109e-26,0.0041823225547427,0.0187850073919657,7.86581102061777e-100,6.4273978786104e-46,0.0037321001291275,0.0145599395036697,0.160695269703865,2,0,0,1,0,0,1,0,0,1,6
