Classroom ID,Teacher User ID
799578,11182922
408458,1861248
777255,10935860
580037,4819129
753370,10543979
503602,2714813
789682,10936264
577395,8058413
692457,735286
798963,10935411
649584,10714681
666714,9327762
580500,4819285
588848,8139238
742669,10491584
218508,2304518
437791,6117569
634171,2363817
308837,4425096
598386,702827
758363,10710173
623635,5242659
473180,6717862
691964,8250896
453854,6412966
431170,5854316
798842,10936143
420686,239845
594031,5542197
529278,7534919
702663,1417642
700308,9898669
583112,4035823
352782,71712
371063,1197145
140372,28762
212563,1861248
591839,6865891
719354,4929680
606338,8322137
561947,666165
818664,11420923
469113,6655496
641033,8616072
625248,8377280
673159,8655196
579789,7194486
743036,10496526
485319,2321211
606535,5289062
408207,5597107
599803,8264768
746074,10491577
537170,7690975
625059,5771724
581509,4819152
441785,6174094
698659,7570633
466117,6616595
798899,10934854
597517,6648849
295312,4216382
249245,3328499
633227,7570389
399526,285094
594330,8142082
381387,3594710
389515,162627
582934,4035936
579843,2267059
776115,10935596
311872,4471785
452504,6382246
582313,4819089
536920,7687264
571271,8018881
789266,11074714
471684,1851826
838952,11648998
38138,700549
443837,6216962
49049,434830
440652,6102398
369265,1795835
560382,7971122
405173,2495479
596716,8164555
776208,10935455
636997,9030700
586197,7744192
777691,10934883
596747,2283563
738448,7296323
69251,21176
612042,2670259
619998,8551069
702651,5402995
142352,2199741
655491,9108022
577348,4808100
739868,9067328
865658,11922234
600807,10067228
600053,43422
540331,1683188
752021,10569249
420132,24170
625201,8619988
799369,10936064
522748,1408480
157280,2254807
638650,6793094
594085,5728575
816762,11394617
67504,727150
51143,868368
637237,32115
585751,7915422
790509,10936064
209300,2959756
660525,1682899
401978,4714778
432338,6014159
738691,10427980
625244,8620024
19683,371306
639159,6919301
708281,5176146
778399,10935849
577386,4808310
156463,819484
144731,2216356
597689,2283557
714248,10111686
653400,5480497
524029,3301291
569172,2321147
135309,2126386
445480,5671760
496119,6733016
549156,6819114
596667,7915486
625918,8632779
619718,5525999
417614,1246549
577184,4901400
614545,8458561
782269,10989268
438986,6132169
233521,3329840
594122,5728582
842047,11680638
617199,900546
213368,3038274
758340,10710186
612205,288542
519288,7435691
2446,45824
587157,8120300
543612,4420443
401982,4715328
704479,9965500
81257,1343779
799202,10936243
812675,11351140
618309,35921
681376,306384
592516,8173868
687873,9711175
799188,10935528
410913,4506561
588760,10720324
664919,2964732
214728,702395
675094,9473672
741891,10151572
773653,10925124
464621,6591478
776622,10936511
284069,4081607
405808,5559227
789748,10935217
773933,10925169
735385,10387034
639387,5732944
790098,10935941
352743,2564982
179754,2512239
48537,324300
67031,150923
489571,6126465
466932,5442794
700830,5121674
620133,5029885
804919,11249957
571923,7594208
523096,7493725
376628,50113
543412,7414051
607445,2699715
601103,4808209
200916,2279095
581991,4819322
575085,8013117
93447,1522594
799175,10936017
804222,11241785
614589,8458547
859686,11871920
533021,749679
168893,2315202
485318,3357509
143520,2206882
614563,8458574
625896,2363100
714633,10097256
379393,5087127
291225,2760136
389966,5279056
632201,8005955
597013,695568
609341,2331464
683420,9627630
619569,2403630
455215,6437945
577137,2266962
736008,9518666
549468,4793923
436495,6088941
387317,2906834
535257,25502
618476,6908103
732270,10348310
438079,738357
332990,455364
679488,9558301
738726,6904988
598553,3233498
596645,8164535
665976,2439243
814605,11377100
688019,9713451
789724,10935744
518536,4346624
750303,10597014
492775,7023616
776118,10935596
774342,10925246
64237,1070386
379466,1380214
529441,7583103
264378,28764
758351,10710195
688101,8167100
663495,1014244
574402,8012946
384087,5177799
595745,702832
399660,49340
607296,8864262
423493,5914589
777714,10936394
709081,2716787
854748,11815946
625926,8632773
717141,10144026
401971,4714778
478904,254668
629016,6044195
381357,2823170
799140,10935830
380301,5104177
473114,6716736
678367,9535189
715049,10123594
267136,3845333
721455,980073
684503,6971625
738462,7296323
859431,2306592
468476,674501
739054,9613044
591876,7245033
790343,10936136
436981,6004464
753282,5389171
790189,10936056
641649,8236831
618960,8258746
709750,10045031
93121,1508973
153604,2280665
144170,2212387
666065,9316552
646342,3288630
244899,3509010
732855,10245125
600591,743681
40518,735112
389088,5257753
241971,3460786
520460,7419281
192908,2720359
489368,6968157
401059,5488694
636376,2197403
278113,3994863
161292,2287113
74115,1231536
381339,5121963
583922,7594250
712320,9322102
607454,8377277
489592,6966158
598135,1046086
451332,6364088
601624,8294327
723020,8488191
863600,6867085
593976,5542083
700018,7805901
622411,99517
656758,9135415
656078,9120252
800258,11191794
636989,9151077
786355,11042307
326165,4674911
714720,1065567
591667,2267040
575179,8013114
865654,11922234
632182,8005955
594806,8203227
470268,1315808
625075,8377268
618913,1891028
616745,8488191
775120,10925438
121193,1930636
552882,7890269
487472,6931325
211105,2819689
600298,6144143
145157,2219573
369352,8033551
371699,3840716
41701,754527
631290,6505728
496692,7059059
771738,10897970
476599,6771505
543887,7781722
632285,2702214
440180,5738347
597692,5051570
829836,11539887
777603,10936182
676271,5254217
234442,3339879
775123,10925428
808268,11294049
700032,7887414
601055,4808239
669478,2838966
194472,2219045
192962,2721391
587155,8120356
12937,205232
679171,4046779
596493,7620512
548713,4197640
735167,10383274
488705,4471785
571309,7594206
606082,4205262
788633,7632854
577186,8058111
702358,9935791
716077,10136337
594069,5728583
579839,2267088
518991,5847497
675684,701835
647784,8869466
854212,11808052
247554,1941157
616184,974927
798995,10935533
508738,1931616
208820,2207809
416141,5747242
583540,4819337
598485,8255704
383049,48610
679977,9566422
604189,4398438
721937,10218034
571922,7594208
838734,11645959
735675,10390929
779400,10936445
423388,5403617
774581,10925312
680312,4540531
774039,10925178
451237,3222557
156554,2300381
62915,123407
78007,358618
632613,5176135
810774,11325074
775811,10935916
596687,8164550
22269,430335
205629,1069834
625913,975376
376350,4849989
120247,25502
679206,7802813
222537,2714430
595827,8221855
629570,7992996
799269,10935598
387760,1240610
791919,11092208
621805,8571909
186520,2207608
799326,10935960
577380,7907225
689801,9745815
73137,1217482
528133,1016149
773867,10925154
459225,191866
595433,8216054
741158,10468978
510297,7300310
308483,4420004
609481,8415977
584178,2267194
792138,11094527
57679,412642
854905,11817694
511461,242879
385057,371540
791938,11092232
702396,7692221
625558,5847497
789641,10935899
702024,9930714
621925,8571708
294926,3121221
755651,4136818
596150,7881019
871708,11973409
615944,7538271
776838,10935149
453877,6413749
503149,3833173
603704,8332036
476620,6771907
622303,5524619
647946,820869
577195,2266943
781854,10983584
777052,10936015
226678,3157083
587305,8120401
583029,4035842
211854,3006882
580361,5150558
623832,4980607
88318,1447026
449824,5265557
649521,8941329
631158,271628
509482,7292855
482433,6848063
630542,8712335
808136,11292475
47502,828645
702672,1417643
704147,9963717
31458,606835
632611,9216652
628028,8677242
311342,4463031
753259,4940332
193749,2349667
572977,8032251
62840,1047673
376723,5057478
625174,8620039
491025,6992007
323451,4637199
742719,10414121
789878,10935790
669404,9365825
812775,11352913
533732,7636001
121810,1852058
653404,4035930
450520,6348298
443692,6209556
173024,2449185
687432,8682721
768910,286741
525842,7516206
659955,9197846
421098,5863881
416958,5777899
606462,8372135
581076,4819382
614564,8458537
583998,6631339
657919,6867931
442239,5978469
827731,8077680
489771,352302
448832,6313996
800395,11193943
642433,8817448
588803,8135100
230395,451624
790464,10936042
227087,3241599
469736,6666756
556932,7937029
181391,1947238
428760,3876587
3042,68766
399344,5462820
679997,8338229
798793,10936517
536344,7678570
806421,11272570
381328,5121674
804011,11239616
383746,5028905
753337,2915193
790181,10935664
653390,4035930
381683,5134320
781680,10302655
366937,4941939
584134,2377676
868089,2780603
679486,9556168
573297,8034878
773799,10925138
222027,3182602
657323,9148212
596785,4819196
836139,11618232
601079,4808314
599468,8119590
573524,5000983
591664,7015455
777317,10935110
856935,11289837
625158,8619980
774818,10925351
581791,2236178
262065,806979
240044,3286800
661160,3632003
655350,8926293
628940,6207409
625929,1322562
505710,7216873
1367,26200
638263,6971625
412676,5694339
401978,4715328
487189,5671766
617317,8503393
603736,5051573
600853,10067223
591076,8159651
801282,11178081
175812,2474192
840861,11668369
625092,8619982
600718,8135119
224530,2988147
794799,7570740
536926,7023746
450555,700632
591575,7915539
594011,8193349
595859,8222757
450471,6346982
252447,3626043
198880,2012451
789565,10935722
483772,6869331
271804,3903045
591661,2377630
448657,2028917
587295,8120321
734083,3058490
640618,8140120
831077,11554256
198827,2225607
602891,2615387
828108,11520371
632400,4442924
735376,747269
729558,10312310
714889,1218362
584096,6793099
869095,11952642
776155,10935718
111943,1788812
503530,7183090
595796,8221826
405804,5457741
758350,10710166
502784,2395042
545097,7794731
63907,1046627
602851,6170785
391264,2351288
466951,4501901
435096,4589351
584191,2267100
537340,4372444
89589,1413416
776057,10936624
22454,236755
450155,239783
370223,4937971
659833,5266810
271854,2175179
387788,4730852
585928,7915434
609360,8413161
413850,5716992
799042,10935548
704457,9965562
453164,6350406
571823,8024593
627393,8665204
559360,7844367
482297,4085715
391416,2066392
669311,9365395
577202,2267089
275795,3961852
420928,5860966
834657,11604643
709931,9717866
594063,5728557
791920,11092207
773694,10925130
789652,10935385
580490,4819169
848658,11752851
398563,5454583
503966,7189157
798951,10936312
625045,8619942
381823,5137662
625087,8377257
608738,8397506
504469,7197517
200753,2837897
119835,30837
584086,2377703
160980,2368474
635409,6000261
552718,7889344
13171,211719
30844,601803
501146,7023616
16837,306384
68962,751950
337,50838
521562,7469983
696630,8928266
494586,3690342
587191,8120390
526123,7538974
587475,7967323
798775,10935182
778798,10935069
595081,691318
593981,5542074
702924,4282440
591992,8166158
776007,10935982
562403,7594212
595967,2236240
678998,9536806
618162,649482
530294,7594227
595797,5728536
601087,4808170
583082,4035836
789931,10935641
531156,701823
385478,4790442
582962,4035935
79040,1309710
18467,208204
74755,1242294
581183,4819360
389981,5005668
259466,3732582
618293,35921
618671,1609561
488633,6956326
515814,7383806
656744,3689680
578592,4831395
391348,978947
759980,10734225
447009,708589
38483,704995
382998,3227632
438121,3418015
712868,8983064
618619,4171256
591204,5769097
419721,4436682
587194,8120392
41889,213331
591414,4035920
559614,4232540
129649,219608
812806,11353287
647896,8995537
549155,6819114
369343,4973504
594641,1522788
583024,4035830
625207,8619934
582980,4035887
260279,1798220
111732,844258
579471,2313543
583097,4035824
375816,241461
612693,1438787
715247,9733705
842837,11689958
676940,8983101
603716,6142222
587188,8120299
596608,6631349
587417,3746477
585738,7915435
507858,2576775
530304,7594194
372909,730015
569435,1747510
601130,4860030
789696,10936172
74772,1242294
685979,7699340
579840,8077134
785748,11032712
387116,1973717
577394,4892658
655890,8490265
373793,5039828
851458,11781700
776143,10935107
584065,4181394
735969,747269
732737,2348850
376616,1622186
234369,3346107
451538,5278117
390551,5074939
582460,8025651
715656,9261991
746048,10538836
695167,9826780
592856,8181127
822044,6326759
417271,718539
578155,8067044
605430,8034871
856981,11842880
485478,4923003
582921,8087625
595426,8216049
496398,7080322
798970,10934955
387344,4188839
654901,129833
712697,705840
408464,1861248
352726,98504
718128,10157617
371210,700129
619573,5508507
421299,1164936
513850,48605
608770,8398071
631287,9763086
577049,2892327
614599,8458592
571720,8022203
345917,7247734
685711,9671136
626528,8395348
26332,510961
602196,4732144
723974,7915538
580951,4909461
775482,10925441
607418,5771724
790205,10934829
607272,8114121
577054,2892256
192165,2711988
585944,7915459
636476,6821309
769649,10863031
48348,840501
376808,1483488
688061,9713457
688936,9638504
746146,10540221
576398,8052420
845918,11724849
775151,10925426
740291,10456244
626020,8635143
352727,96187
665906,2487998
702680,4906846
391324,5304876
625907,8632771
790023,10936761
556861,7936350
189679,1127355
763005,10790122
440115,6142219
789627,10936352
799106,10935028
625905,8983152
595884,5201486
517596,7405892
525159,7525311
454924,6348504
482029,6841032
558057,4753178
596666,7915486
600713,8135118
679502,9558977
852700,258365
273676,3930119
816908,11396369
872097,11976453
468116,6638875
799289,10935119
19169,326091
671644,1782674
666086,9316933
791925,11092209
582982,4035887
370990,2214384
439013,181091
571911,7594292
773689,10925133
460093,4467236
619578,7706716
798926,10936638
382273,5019940
581430,8077679
507421,4212810
159479,2343072
573305,1798193
799058,10935210
493107,3345130
625241,8620024
395174,2747944
625183,8619975
583772,4748895
554097,3345130
790080,10935694
621186,7704381
618558,2533063
420274,5385098
595247,8211705
70840,1181092
659875,700299
775912,10935124
636990,8828576
625258,8619986
691237,5178523
742509,10491581
574902,8041195
734080,3428618
698732,9875517
389913,4926677
198418,2721779
579806,7194483
498083,7105360
503514,7182825
396494,4854766
778480,10935106
603705,6142213
719864,9889650
526070,7538355
587229,8120332
412814,5697384
605435,51184
667945,9354191
592515,8173868
543316,7761106
184707,2399459
24377,374930
777852,10936542
636989,9030700
224021,2278624
771660,247778
753144,6521167
722294,10222062
723056,7795428
571920,7594185
669563,9371078
524036,7412594
442215,1345330
113759,1395260
380351,286814
230095,840890
835290,10934940
620340,7153948
609375,8202481
232200,3277831
577023,2892291
659551,7968504
626959,810486
759008,10067231
420348,5849241
620116,5029885
254705,3661229
594028,5542186
431745,4613574
492215,7015027
391306,21645
632904,1790291
798768,10935484
34672,664743
776068,10935825
701673,9581551
685822,9672685
785748,11032500
157736,2276040
105370,1372411
665344,9300213
67609,1094077
585904,7915454
437505,4451494
625143,8619993
233007,3322454
722515,7795428
548546,7841217
777297,10935579
799340,10936712
862534,11870736
711585,7908652
581667,4819181
506355,2739037
40731,738355
596210,2266621
420541,5853068
608368,649482
381503,5125698
391160,5053621
804817,10270936
625052,8377281
603531,2750839
583170,8087711
156492,2300224
604832,8139578
500750,3393852
712561,10089150
774471,10925282
601147,8058378
789697,10936575
510290,1627443
383742,5171119
618575,2533063
449359,6323685
776104,10936481
75202,1249613
785481,11030903
592208,8166141
798835,10935075
356406,4907208
449520,1108587
600697,8135104
414257,4419803
292229,4169946
626979,8655196
738847,10430655
368212,2434283
798843,10935287
789723,10936583
751956,10287807
345917,4845435
394970,3009808
18706,344628
612098,8400728
738453,8087723
490263,6982902
742845,1198753
772238,10899954
624265,8619873
389457,5261458
584358,7990183
604331,8332855
10881,120898
468495,6645553
490882,4534026
753344,5300383
402108,5511036
581809,2236110
727456,10280414
865140,11918664
596822,8232776
753369,5688616
177519,2412195
487509,6931927
865618,11922238
799527,11182083
260659,3751436
440101,6142216
176016,2442164
865617,11922238
212560,1861248
519919,7446006
583062,4035875
523950,7505259
688089,8012935
193318,2729086
702637,2539449
496702,2912136
577320,4808117
533628,70184
798101,11137250
215504,3075467
217525,2416416
657042,9141565
658375,9002822
612264,8009971
387669,5244109
584108,2267239
376074,651624
457947,775740
379504,5090161
777058,10935870
614566,8458573
750882,10604765
609371,8413160
637565,6471218
597862,4819419
634302,8746241
156027,2299053
576886,7594277
63840,1063277
410792,50562
579781,7194475
335458,4709332
248271,3485379
669907,9377146
730998,7433435
528235,31586
255754,3677025
89947,1465803
161108,2329814
721807,1683188
625192,8619970
855334,11818837
19134,326091
621262,8077686
619573,8179883
789601,10935617
380415,4725486
82555,1317448
111038,983267
789985,10936437
612372,8435477
399362,2170032
595736,4035823
790018,10936036
189669,2678205
625384,2339634
600686,8135156
432133,5263423
685866,8332854
587202,8120326
577291,8058445
43945,735116
672558,9429834
492344,409151
469004,1812270
577345,4808234
512119,7330484
646046,8953376
596141,5715645
577178,2377741
687535,9704632
744564,735110
749883,10590354
609442,5102873
214869,2224625
760662,10744455
799324,10936114
114125,219610
823596,11483034
453997,6416134
681529,4941807
40347,730533
720609,10196638
778691,10936404
654751,9090676
608625,8394824
871939,11971043
695521,9830441
591576,7915539
2874,30447
605026,7940119
423135,4796419
865616,11922238
619600,6855314
547359,1692846
778624,10934891
184855,2464977
777261,10935090
193873,2737908
665274,9296923
499769,7106592
850158,11767809
603719,7194466
703888,9959750
789731,10935128
722052,10219749
799371,10936064
791935,11092225
574036,7436959
798120,11137255
583966,6631345
799036,10935436
633886,4819166
260482,3748557
408112,2527589
702144,9932614
686880,8361150
369323,4973313
582938,4035875
698336,7915482
596213,2495479
577369,8285454
682691,42409
607292,8377018
817015,11393781
33877,474004
790427,10935030
513870,389066
30354,590696
677319,8213152
616744,3133222
221835,3084188
665969,2439243
865558,11922233
774488,10925284
608462,8391616
635349,8790792
670793,4045427
751472,10612952
389061,5256347
176692,32115
789740,10935763
509919,2007206
262727,3782562
687635,9616623
474273,3345130
728646,10302590
209230,2530224
480586,6833904
733862,10161131
207990,1245847
392628,5327830
680622,34248
592166,4859710
799146,10936543
696932,9845271
774227,10925236
594007,5542157
605761,8135051
519704,1414677
732673,10353848
601093,4808459
432345,128379
790132,10935166
330570,2206554
385303,2667145
702678,2376639
600701,8135117
783894,10762834
731963,10343624
709023,7528858
653562,7582751
593883,2267257
612944,5586830
520524,3201629
612727,4708236
716073,10139495
237234,3391815
600726,8135135
688474,9720501
389672,5225572
734445,10365298
851638,11783554
193118,1719050
73510,1223703
297944,2206554
343172,4223118
703436,2834381
645977,3556028
315519,4351364
200691,2836425
583070,4932308
181961,153557
600733,8135138
790513,10935808
319518,4169946
596654,8164490
382955,2193595
536461,7680198
380349,3873575
676199,7019796
583115,4859628
651472,9035805
799073,10935038
579808,8067088
587237,8120295
625018,3942279
383082,5156097
601607,8294327
835674,11612113
321662,4612474
489806,4421685
799081,10935658
145197,2220356
340392,4685799
662384,573243
582941,4035887
738999,9866860
799612,11183236
614640,8460787
658695,9171721
863964,11846138
72911,1214612
789590,10935577
284715,4089831
475484,6756125
485652,6899482
671784,9358746
487109,6913372
401516,5497519
65952,1100238
715168,10125301
672553,9429834
584113,2267016
681716,9600130
558808,7957027
714730,10117938
396505,5369612
386602,2570949
108622,1743374
490693,6938368
689751,9741890
625893,2436258
625922,8632764
253710,3647535
571907,7594285
690690,9753932
790435,10936277
447137,6279634
636994,8828580
777725,10936145
557963,4421685
400709,1479977
771344,10892624
244458,3463652
747139,10554475
558190,4184861
745241,738501
541647,7752080
574540,8012961
535742,7637625
213972,2995615
516821,7393929
147480,2235520
790210,10935776
660021,9922122
160963,2367929
157381,2220504
67717,830299
845748,11722810
506449,7227777
513374,48605
161002,2002262
827404,11512569
90702,1482861
591902,10191943
482049,3474663
173099,2449700
747656,10491582
805779,11264347
471526,4121274
636991,9030700
542898,6807898
73949,1229174
616753,3133222
698398,9869376
778164,10936174
531253,7610565
225122,3058490
703540,6469227
543041,3207700
232871,3303282
649816,3474663
655495,9108020
823061,10636467
62848,1047668
187100,2605648
75935,197431
168922,2404256
679483,9558752
688044,9713447
237465,3395699
145491,1798595
600720,8135153
584102,6793097
533442,7516206
118150,1886049
842995,11691892
577393,5026766
727732,10286997
694943,6467423
146438,1490592
601518,7951527
699325,8215205
748286,10568932
2387,44447
781931,10982989
696983,9846449
487876,6943600
596755,2267152
722071,10220145
331566,4678983
531840,3173460
790472,10936318
380167,1931937
790276,10936274
641185,2276456
787911,11061685
751060,10491583
562460,7988083
578246,4963262
747316,28910
218208,3112583
411657,3748634
702001,9930020
716051,10139099
503491,2205578
750258,8394608
764022,10808875
614568,8458562
719412,5177799
552497,7886141
440019,6135361
179521,1552508
625181,2699715
477077,6778689
790299,10935905
379047,2615387
332905,4741040
577343,10577252
145522,2219830
589834,2236193
81417,1346437
260508,2219513
440870,6160396
637713,3737969
555695,2422506
865548,11922086
234967,3353476
388922,2160757
200397,2349751
432383,2307056
600689,8135102
772101,10903416
18094,291353
790399,10936690
597156,2309861
492704,248753
589446,7582695
639132,8471749
490883,6992587
296407,4233931
600654,8135092
306475,4145811
587262,8120368
596770,2267235
714284,9829453
482864,4166707
573670,2125857
727578,10283045
345819,4838529
790539,10935132
792172,11094851
600316,6144154
747563,10561387
685318,9636085
698629,9873181
705965,6979839
389308,4257653
139540,2177399
538611,7710195
389182,3548676
591428,4035972
386484,4058702
700003,4035862
637117,8600704
412467,5689854
420133,304879
432134,5963312
599434,8149813
685477,2204682
789611,10936636
384536,1094077
799077,10936171
293482,4188574
493355,7005905
594017,5542189
401971,4945798
577344,4808234
708036,10021267
786861,10655253
145105,2093567
594642,1522788
386319,5209131
711731,10076670
779040,10935999
407696,2263865
409443,5641266
525403,7529817
790155,10934988
600649,8285106
264036,3801328
583149,2267085
432084,6008500
251124,2854039
577352,8058453
650884,5091409
186475,2621902
623974,8618693
590822,876639
468883,144969
733472,10364189
583334,8088111
753311,8114443
305150,3996219
603723,2267204
734442,5293715
753323,4852165
577378,7907245
576401,8052421
419680,5835221
619543,7304208
300759,3320968
191356,162627
450972,6309213
715321,10127781
584808,3823783
717910,10154667
367907,4959389
582956,4035975
443857,6217256
415771,5757542
463384,3016955
592340,4930830
583557,4819074
394942,5382833
771690,1693399
602170,7936151
458376,6485813
574169,8012925
632708,5176146
703372,8941289
346474,4842719
630325,5125141
772073,10885746
725473,7977763
769447,10870371
451287,2331436
789867,10936335
595960,4819068
666689,4855474
606374,1372955
583755,8089951
389141,5258883
408554,5438030
580832,2236182
676592,9503108
220746,3158674
721820,5547837
777606,10936182
654795,9091843
334421,4754710
168023,1733932
702392,4035972
777537,10936530
697393,9852687
814609,11377103
681278,9592591
711382,10016021
415877,4817242
704347,10523588
618272,8518129
19013,85425
575513,8024849
487240,6926238
588647,1564083
761455,10365298
414388,5728258
674504,9460402
494337,7047040
620047,4210110
478380,5568332
587455,5879260
711928,10079256
384074,1858420
625019,5771724
62874,1047875
575530,5084931
632214,8005955
641018,2320884
612542,8009971
625997,6386743
441962,6177133
697699,7954824
589896,4973526
345916,4845435
492057,4996027
653406,4035921
592077,2236224
835371,11608870
492730,4134181
581393,8077677
574261,8012944
582983,4035887
680807,9581359
595808,5728562
366966,2525379
701159,9916086
787053,4851575
511176,2160133
625279,8377271
488555,318788
126117,735111
599800,8264768
781629,10302655
447961,6293741
508755,7177520
640414,1862361
8166,104610
159504,2200026
415446,5749565
559368,7960275
440102,6142221
580970,4836070
576410,4336634
569170,8008787
285896,4105990
596842,8055667
714235,10111691
596700,7915437
609601,5387294
839749,11656215
664201,8216055
607460,5771722
691115,9761205
772069,10899943
454272,6420413
357272,1092738
689216,9731763
437155,5805827
529938,7582828
612732,8443360
